table_name,field_name,language,field_value,translation
stops,stop_name,ar,Sonesta Hotel (Al Tayaran St.),فندق سونستا (شارع الطيران)
stops,stop_name,ar,Audi Bank (Salah Salem St.),بنك عودة (صلاح سالم)
stops,stop_name,ar,6th of October Panorama,بانوراما اكتوبر
stops,stop_name,ar,Nasr Al Islam Mosque (Al Nozha St.),مسجد نصر الاسلام (شارع النزهة)
stops,stop_name,ar,Al Tawheed Wal Nour (Al Nozha St),التوحيد والنور (شارع النزهة)
stops,stop_name,ar,Girls' College (Ain Shams University),كلية البنات - جامعة عين شمس
stops,stop_name,ar,Al Kersh Cars (Heliopolis),القرش للسيارات (مصر الجديدة)
stops,stop_name,ar,Sheikh Zayed Al Nahian Hospital,مستشفى الشيخ زايد آل نهيان
stops,stop_name,ar,Magra Al Oyoun (Salah Salem),ماجرا العيون (صلاح سالم)
stops,stop_name,ar,Public Taxes Mission (Nasr City),مأمورية الضرائب العامة (مدينة نصر)
stops,stop_name,ar,Al Wafaa Wal Amal City,مدينة الوفاء والأمل
stops,stop_name,ar,Nasr City Towers,ابراج مدينة نصر
stops,stop_name,ar,Nour Al Islam Mosque Steps (Ring Rd.),سلالم مسجد نور الاسلام (الطريق الدائري)
stops,stop_name,ar,Al Safa Wal Marwa Mosque Steps (Ring Rd.),سلالم مسجد الصفا والمروة (الطريق الدائري)
stops,stop_name,ar,Ezbet Kheirallah Steps 1 (Ring Rd.),سلالم عزبة خير الله 1 (الطريق الدائري)
stops,stop_name,ar,Al Gezira (Al Moqattam),الجزيرة (المقطم)
stops,stop_name,ar,Nile Corniche & Ring Rd. (Maadi),مخرج كورنيش المعادي إلى الطريق الدائري
stops,stop_name,ar,Misr Al Wosta Electricity Company (Al Bahr Al Aazam St.),شركة مصر الوسطى للكهرباء (البحر الأعظم)
stops,stop_name,ar,The Platform (Maadi),بلاتفورم المعادي
stops,stop_name,ar,Ezbet Kheirallah Steps 3 (Ring Rd.),سلالم عزبة خير الله ٣ (الطريق الدائري)
stops,stop_name,ar,Tora Steps (Autostrad),سلالم طرة (أوتوستراد)
stops,stop_name,ar,Al Dawagen (Nile Corniche),الدواجن (كورنيش النيل)
stops,stop_name,ar,Icon for Construction And Development,شركة ايكون للصناعات الهندسية المعمارية للانشاء والتعمير
stops,stop_name,ar,Wax Museum (Helwan),متحف الشمع (حلوان)
stops,stop_name,ar,Safeer Square (Heliopolis),ميدان سفير (مصر الجديدة)
stops,stop_name,ar,Gamaa St. (Obour),شارع جامع (العبور)
stops,stop_name,ar,Al Maasara For Engineering Industries,المعصرة للصناعات الهندسية
stops,stop_name,ar,Cairo Economic Court (Ring Rd.),محكمة القاهرة الاقتصادية (الطريق الدائرى)
stops,stop_name,ar,Masaken Al Zobbat (10th District Nasr City),مساكن الضباط (الحي العاشرمدينة نصر)
stops,stop_name,ar,Al Tawheed Wal Nour - Al Waili,التوحيد والنور (الوايلي)
stops,stop_name,ar,Al Tawheed Mosque (Al Zaytoun),مسجد التوحيد (الزيتون)
stops,stop_name,ar,North Cairo CCPP,محطة كهرباء شمال القاهرة
stops,stop_name,ar,Magd Al Islam Hospital,مستشفى مجد الاسلام
stops,stop_name,ar,Shubra Al Kheima Power Plant,محطة كهرباء شبرا الخيمة
stops,stop_name,ar,Social Insurance Bureau (Shubra Al Kheima),مكتب التأمينات الاجتماعية (شبرا الخيمة)
stops,stop_name,ar,Shubra Al Kheima East District Authority,رئاسة شبرا الخيمة الشرقية
stops,stop_name,ar,Experimental School (Bahteem),المدرسة التجريبية (بهتيم)
stops,stop_name,ar,Bahteem Specialized Hospital For Surgery,مستشفى بهتيم التخصصي للجراحة
stops,stop_name,ar,Taawon (Al Matareyya),محطة التعاون (المطرية)
stops,stop_name,ar,Othman Steps (Ring Rd.),سلالم عثمان (الطريق الدائري)
stops,stop_name,ar,Othman Pedestrian Bridge (Ring Rd.),جسرعثمان للمشاة (الطريق الدائري)
stops,stop_name,ar,Qalyoub Al Balad Bus Station,محطة قليوب البلد للحافلات
stops,stop_name,ar,Qalyoub District Court,محكمة قليوب
stops,stop_name,ar,Mostorad Pedestrian Bridge,كبري مشاه مسطرد
stops,stop_name,ar,Mit Nama Steps (Cairo Alexandria Agriculture Rd.),خطوات ميت ناما (طريق القاهرة الإسكندرية الزراعي)
stops,stop_name,ar,Ezbet Anwar Steps (Ring Rd.),سلالم عزبة البيضاء (الطريق الدائري)
stops,stop_name,ar,Al Rahma Mosque (Airport Rd.),مسجد الرحمة (طريق المطار)
stops,stop_name,ar,The Continental School of Cairo (Obour),مدرسة الكونتننتال  (العبور)
stops,stop_name,ar,Khadija Mosque (Obour),مسجد خديجة (العبور)
stops,stop_name,ar,Aramex (10th of Ramadan),ارامكس (العاشر من رمضان)
stops,stop_name,ar,Real Estate Registration Mission (Shobra),مأمورية الشهر العقارى (شبرا)
stops,stop_name,ar,The Good Shepherd Hospital,مستشفى الراعي الصالح
stops,stop_name,ar,Triumph Hotel,فندق انتصار
stops,stop_name,ar,Armed Forces College Of Medicine,كلية الطب للقوات المسلحة
stops,stop_name,ar,Al Safwa Hospital (Shubra),مستشفى الصفوة (شبرا)
stops,stop_name,ar,Al Kholafaa Al Rashdeen Mosque (Nasr City),مسجد الخلفاء الراشدين (مدينة نصر)
stops,stop_name,ar,Bavaria Egypt (Gesr Al Suez),بافاريا مصر(جسر السويس)
stops,stop_name,ar,Conrad Hotel,فندق كونراد
stops,stop_name,ar,Vodafone (Imbaba),فودافون (إمبابة)
stops,stop_name,ar,Al Aalam Specialized Hospital,مستشفى العالم التخصصي
stops,stop_name,ar,Al Tawheed Wal Nour (Al Sayeda Zeinab),التوحيد والنور (السيدة زينب)
stops,stop_name,ar,Sakkara Steps (Ring Rd.),سلالم سقارة (الطريق الدائري)
stops,stop_name,ar,Egypt Air Steps (Ring Rd.),سلالم مصر للطيران (الطريق الدائرى)
stops,stop_name,ar,Mankaraa Gate (Hadayek Al Ahram),بوابة منقرع (حدائق الأهرام)
stops,stop_name,ar,Kafr Tohormos Steps (Ring Rd.),سلالم كفر طهرمس (الطريق الدائري)
stops,stop_name,ar,Saft Al Laban Entrance from Ring Rd.,مدخل صفط اللبن شمال من الطريق الدائري
stops,stop_name,ar,Saft Al Laban Steps (Ring Rd.),سلالم صفط اللبن (الطريق الدائري)
stops,stop_name,ar,Holding Company For Water & Wastewater (HCWW),الشركة القابضة لمياه الشرب والصرف الصحى
stops,stop_name,ar,Rod Al Farag Youth Center,مركز شباب روض الفرج
stops,stop_name,ar,Civil Registry (Imbaba),السجل المدنى (امبابة)
stops,stop_name,ar,Manshiyat Al Bakri Steps (Ring Rd.),سلالم منشية البكري (الطريق الدائري)
stops,stop_name,ar,Ring Rd. & Al Mansoureyya Rd.,مخرج الرمايا من الطريق الدائري
stops,stop_name,ar,Ring Rd. & Cario Alex Desert Rd.,مخرج الطريق الدائري إلى طريق الإسكندرية الصحراوي
stops,stop_name,ar,Gladios Garden Compound,مجمع غلاديوس جاردن
stops,stop_name,ar,Hazem Hassan Consulting (Alexandria Desert Rd.),مكتب حازم حسن (طريق الاسكندرية الصحراوي)
stops,stop_name,ar,Dar Al Mona (Alexandria Desert Rd.),دار المنى (طريق الاسكندرية الصحراوي)
stops,stop_name,ar,Mansour Chevrolet Sales Center (Alexandria Desert Rd.),مركزمنصور شيفروليه للمبيعات (طريق الإسكندرية الصحراوي)
stops,stop_name,ar,National Security (Alexandria Desert Rd.),الأمن القومي (طريق الإسكندرية الصحراوي)
stops,stop_name,ar,Galleria 40,غاليريا 40
stops,stop_name,ar,Al Safwa Mall,الصفوة مول
stops,stop_name,ar,Mubarak Educational City Entrance,مدخل مدينة مبارك التعليمية
stops,stop_name,ar,Health Insurance Hospital (Nasr City),مستشفى التأمين الصحي (مدينة نصر)
stops,stop_name,ar,Maahad Baneen,معهد بنين
stops,stop_name,ar,Bisco Misr (Al Zaytoun),بسكو مصر (الزيتون)
stops,stop_name,ar,Wadi Degla Sporting Club (Heliopolis),نادي وادي دجلة الرياضي (مصر الجديدة)
stops,stop_name,ar,Agouza Police Hospital,مستشفى العجوزة الشرطي
stops,stop_name,ar,Heliopolis Courthouse Complex,مجمع محكمة مصر الجديدة
stops,stop_name,ar,Hilton Pyramids Golf (Dreamland),هيلتون بيراميدز جولف
stops,stop_name,ar,Ring Road Entrance from Cairo Alexandria Agriculture Rd.,مدخل الطريق الدائرى من طريق القاهرة الزراعى
stops,stop_name,ar,Arab Contractors Sporting Club (Nasr Rd.),نادي المقاولون العرب الرياضي (طريق النصر)
stops,stop_name,ar,Farouq Square (Maadi),ميدان الفاروق (المعادي)
stops,stop_name,ar,Soap Factory (Marg),مصنع الصابون (المرج)
stops,stop_name,ar,Al Gomhoreyya St. & Al Masraf St. (Marg),شارع الجمهورية مع شارع المصرف (المرج)
stops,stop_name,ar,Al Qalag (Marg),القلج (المرج)
stops,stop_name,ar,Al Gomhoreyya St. & Howd Al Shaikh St. (Marg),شارع الجمهورية مع شارع حوض الشيخ (المرج)
stops,stop_name,ar,Al Hayat Islamic School (Marg),مدرسة الحياة الاسلامية (المرج)
stops,stop_name,ar,Al Sheikh Agamy (Marg),الشيخ العجمي (المرج)
stops,stop_name,ar,Al Mothalath (Marg),المثلث (المرج)
stops,stop_name,ar,Al Batal Ahmed - Saheb Al Diwan,البطل احمد (صاحب الديوان)
stops,stop_name,ar,Al Khankah Police Station,مركز شرطة الخانكة
stops,stop_name,ar,Social Insurance Bureau (Al Khanka),مكتب التأمينات الاجتماعية (الخانكة)
stops,stop_name,ar,El Khanka Mental Health Hospital,مستشفى الخانكة للصحة النفسية
stops,stop_name,ar,Al Khanka Terminal,محطة الخانكة
stops,stop_name,ar,Tagneed,التجنيد
stops,stop_name,ar,Al Rashaah Steps (Ring Rd.),سلالم الرشاح (الطريق الدائري)
stops,stop_name,ar,Khosous,خلوص
stops,stop_name,ar,Mostorod Bridge (Ring Rd.),جسر مسطرد (الطريق الدائري)
stops,stop_name,ar,Al Salam Tunnel Exit (Ring Rd.),نفق السلام (الطريق الدائري)
stops,stop_name,ar,Abo Sir Steps (Ring Rd.),خطوات ابو صير (الطريق الدائرى)
stops,stop_name,ar,Cairo Airport Station,موقف مطار القاهرة
stops,stop_name,ar,Makram Ebeid St. & Mostafa Al Nahas St.,مكرم عبيد و مصطفى النحاس
stops,stop_name,ar,Child's Park,حديقة الطفل (أحمد فخري)
stops,stop_name,ar,Al Saa Square,ميدان الساعة
stops,stop_name,ar,Qatar Ahly Bank (Al Tayaran St.),بنك قطر الأهلي (شارع الطيران)
stops,stop_name,ar,Wonder Land Mall (Abbas Al Akkad St.),وندر لاند مول (عباس العقاد)
stops,stop_name,ar,International Garden,الحديقة الدولية
stops,stop_name,ar,Al Tawheed Wal Nour (Abbas Al Akkad St.),التوحيد والنور (عباس العقاد)
stops,stop_name,ar,Al Ahly Sporting Club,النادي الاهلي الرياضي
stops,stop_name,ar,Nozha Bridge Entrance,مدخل جسر النزهة
stops,stop_name,ar,Pepsico (Nasr City),بيبسيكو (مدينة نصر)
stops,stop_name,ar,Hall 4 (Cairo Airport),الصالة 4 (مطار القاهرة)
stops,stop_name,ar,Coop (Cairo Airport),محطة بنزين كوب (مطار القاهرة)
stops,stop_name,ar,Hall 1 (Cairo Airport),الصالة 1 (مطار القاهرة)
stops,stop_name,ar,Hall 3 (Cairo Airport),الصالة 3 (مطار القاهرة)
stops,stop_name,ar,Hikestep Bridge Entrance,مدخل كبري الهيكستيب
stops,stop_name,ar,Old 10th of Ramadan,محطة العاشر من رمضان القديمة
stops,stop_name,ar,Qasr Oraby Furniture (Gamal Abdel Nasser),مفروشات قصر عرابي (جمال عبد الناصر)
stops,stop_name,ar,Gesr Al Suez - Taha Hussein,منزل طه حسين من جسر السويس
stops,stop_name,ar,Al Herafeyin (Gesr Al Suez),الحرفيين (جسر السويس)
stops,stop_name,ar,Orascom Business (Anabib Al Petrol),شركة أوراسكوم (أنبيب البترول)
stops,stop_name,ar,Ideal Standard (Nasr Rd.),ايديال ستاندرد (طريق النصر)
stops,stop_name,ar,Mosheer Ahmed Ismail Station (Sheraton),محطة مشير احمد اسماعيل (شيراتون)
stops,stop_name,ar,Abu Bakr Al Sedeeq Mosque - Sheraton,مسجد ابو بكر الصديق (شيراتون)
stops,stop_name,ar,Abu Bakr Al Sediq Mosque (Sheraton),مسجد ابو بكر الصديق (شيراتون)
stops,stop_name,ar,Masaken Sheraton,محطة حافلات مساكن شيراتون
stops,stop_name,ar,Sun City Mall,صن سيتي مول (شيراتون)
stops,stop_name,ar,Higher Institute For Hotels & Tourism (Sheraton),المعهد العالى للفنادق والسياحة (شيراتون)
stops,stop_name,ar,Mobil Gas Station (Abdel Hameed Badawy St.),محطة بنزين موبيل (ش عبد الحميد بدوى)
stops,stop_name,ar,Radisson Hotel (Sheraton),فندق راديسون (شيراتون)
stops,stop_name,ar,Oasis Mall (Sheraton),مول اواسيس ( شيراتون)
stops,stop_name,ar,Military Academy Stadium (Sheraton),استاد الأكاديمية العسكرية (شيراتون)
stops,stop_name,ar,Al Sayeda Khadija Mosque,مسجد السيدة خديجة (شارع الحجاز)
stops,stop_name,ar,Al Nozha Al Gadida,النزهة الجديدة
stops,stop_name,ar,National Institute for Occupational Safety and Health (Al Amn Al Senaey),المعهد الوطني للسلامة والصحة المهنية (الأمان الصناعى)
stops,stop_name,ar,Egypt Air Hospital,مستشفى مصر للطيران
stops,stop_name,ar,Al Tawheed Wal Nour (Al Nozha St.),التوحيد والنور (شارع النزهة)
stops,stop_name,ar,Al Galaa Bridge,جسر الجلاء
stops,stop_name,ar,Faisal Bank (Othman Bin Affan St.),بنك فيصل (شارع عثمان بن عفان)
stops,stop_name,ar,Al Hays Pastry (Nozha St.),حلوانى الحايس (شارع النزهة)
stops,stop_name,ar,Al Hikma Labs (Nohza St.),معامل الحكمة (شارع النزهة)
stops,stop_name,ar,Al Galaa Military Hospital,مستشفى الجلاء العسكري
stops,stop_name,ar,Al Hadaba Al Wosta (Al Moqattam),الهضبة الوسطى (المقطم)
stops,stop_name,ar,Eastern Weavers (Al Moqattam),النساجون الشرقيون (المقطم)
stops,stop_name,ar,Al Souq (Al Moqattam),السوق (المقطم)
stops,stop_name,ar,Al Mafareq (Al Moqattam),المفارق (المقطم)
stops,stop_name,ar,Mastoura Mosque (Al Moqattam),مسجد مستورة (المقطم)
stops,stop_name,ar,Misr Insurance Company (Al Moqattam),مصر للتأمين (المقطم)
stops,stop_name,ar,Asmarat,الأسمرات
stops,stop_name,ar,New Market (Asmarat),السوق الجديد (أسمرات)
stops,stop_name,ar,Water Plant 1 (Asmarat),محطة مياه 1 (الاسمرات)
stops,stop_name,ar,Water Plant 2 (Asmarat),محطة مياه 2 (الاسمرات)
stops,stop_name,ar,Sobhy Hussein St. (Al Moqattam),صبحى حسين (المقطم)
stops,stop_name,ar,Sobhy Hussein St. (Al  Moqattam),صبحى حسين (المقطم)
stops,stop_name,ar,Koshary Abu Hanafy (Al Moqattam),كشري أبو حنفي (المقطم)
stops,stop_name,ar,Ammar Bin Yasser School (Al Moqattam),مدرسة عمار بن ياسر (المقطم)
stops,stop_name,ar,Al Manara Kiosk (Al Moqattam),كشك المنارة (المقطم)
stops,stop_name,ar,Mahmoudeya Housing (Al Moqattam),المحمودية للاسكان (المقطم)
stops,stop_name,ar,Al Nafoura Square (Al Moqattam),ميدان النافورة (المقطم)
stops,stop_name,ar,Nasser Bank (Al Moqattam),بنك ناصر (المقطم)
stops,stop_name,ar,Rotana Motors (Maadi),روتانا موتورز (المعادي)
stops,stop_name,ar,Al Maadi Company St. and Al Gazaer St.,شارع شركة المعادي وشارع الجزائر
stops,stop_name,ar,Koshary Al Tahrir (Nasr St.),كشري التحرير (شارع النصر)
stops,stop_name,ar,Moemen (Nasr St.),مؤمن (شارع النصر)
stops,stop_name,ar,Total Gas Station (Autostrad),محطة بنزين توتال (أوتوستراد)
stops,stop_name,ar,Nasr St. Exit from Autostrad,مخرج شارع النصر من الاوتوستراد
stops,stop_name,ar,Autostrad Tunnel,نفق الاوتوستراد
stops,stop_name,ar,Wataneya Gas Station (Autostrad Maadi),محطة بنزين وطنية (اوتوستراد المعادى)
stops,stop_name,ar,Criminal Investigation Department (Al Maadi Company St.),البحث الجنائي (شارع شركة المعادي)
stops,stop_name,ar,Faculty of Pharmacy - Modern Academy,الأكاديمية الحديثة - كلية الصيدلة
stops,stop_name,ar,Faculty of Dentistry - Modern Academy,الأكاديمية الحديثة - كلية طب الأسنان
stops,stop_name,ar,Al Moqattam Entrance (Al Gamea Al Haditha St.),مدخل المقطم من شارع الجامع الحديثي
stops,stop_name,ar,Physical Therapy - Modern Academy,الأكاديمية الحديثة - العلاج الطبيعي
stops,stop_name,ar,Sekat Hadid Al Mahager (Basateen),سكة حديد المهاجر (البساتين)
stops,stop_name,ar,Galal Motors (Basateen),جلال موتورز (البساتين)
stops,stop_name,ar,Al Rayan Hospital (Maadi),مستشفى الريان (المعادي)
stops,stop_name,ar,Sadat Academy (Maadi),أكاديمية السادات (المعادي)
stops,stop_name,ar,Alfa Market (Nile Corniche),سوق الفا (كورنيش النيل)
stops,stop_name,ar,Al Horia Square (Maadi),ميدان الحرية (المعادي)
stops,stop_name,ar,Hussein Sedqy Mosque (Maadi),مسجد حسين صدقى (المعادى)
stops,stop_name,ar,Manial Shiha Post Office,مكتب بريد منيل شيحة
stops,stop_name,ar,Manial Shiha Elementary School,مدرسة منيل شيحة الابتدائية
stops,stop_name,ar,Al Shorouq Club (Nile Corniche),نادي الشروق (كورنيش النيل)
stops,stop_name,ar,Policeman Institute St. (Nile Corniche),شارع المعهد (كورنيش النيل)
stops,stop_name,ar,Abd Al Moneim Riad Mosque (Nile Corniche),مسجد عبد المنعم رياض (كورنيش النيل)
stops,stop_name,ar,Saint George Church (Kotseika),كنيسة القديس جورج (كوتسيكا)
stops,stop_name,ar,Carrefour (Tora),كارفور (طرة)
stops,stop_name,ar,Tora Prison (Autostrad),سجن طرة (أوتوستراد)
stops,stop_name,ar,Carrefour (Al Gazaer St.),كارفور (شارع الجزائر)
stops,stop_name,ar,Yathreb and Al Maadi Company St.,يثرب و شارع شركة المعادي
stops,stop_name,ar,Cairo Fair Metro,مترو المعارض
stops,stop_name,ar,Al Tayaran St. & Khedr Al Touny St.,مخرج خضر التونى إلى شارع الطيران
stops,stop_name,ar,Al Sayeda Safeya Mosque (Salah Salem St.),مسجد السيدة صفية (صلاح سالم)
stops,stop_name,ar,Moqattam Entrance from Salah Salem,مدخل المقطم من صلاح سالم
stops,stop_name,ar,Manshiyat Nasser,منشية ناصر
stops,stop_name,ar,Mazlaqan Al Deweqa,مزلقان الدويقة
stops,stop_name,ar,Imam Al Shafei Mosque (Basateen Rd.),مسجد الإمام الشافعي (طريق البساتين)
stops,stop_name,ar,Basateen Rd.,طريق البساتين
stops,stop_name,ar,Al Dandarawy St. & Basateen Rd.,الدندراوى و طريق البساتين
stops,stop_name,ar,Zohour City (Basateen Rd.),مدينة الزهور (طريق البساتين)
stops,stop_name,ar,Basateen Police Station,مركز شرطة البساتين
stops,stop_name,ar,Al Nasr Restaurant (Basateen),مطعم النصر (البساتين)
stops,stop_name,ar,Al Behiry Stone (Basateen),البحيرى ستون (البساتين)
stops,stop_name,ar,Ahli Bank (Al Nadi Al Gedid St.),البنك الاهلي (شارع النادي الجديد)
stops,stop_name,ar,Port Said Square (Maadi),ميدان بورسعيد (المعادى)
stops,stop_name,ar,Al Nadi Square (Maadi),ميدان النادي (المعادي)
stops,stop_name,ar,Maadi Metro Station,مترو المعادي
stops,stop_name,ar,Dar Al Salam Police Station,مركز شرطة دار السلام
stops,stop_name,ar,Dar Al Salam,دار السلام
stops,stop_name,ar,Athar Al Naby,أثر النبي
stops,stop_name,ar,Wadi Al Nile St. and Nile Corniche,شارع وادي النيل (كورنيش النيل)
stops,stop_name,ar,Al Salam Center (Maadi),مركز السلام (المعادي)
stops,stop_name,ar,Badr Land,بدر لاند
stops,stop_name,ar,Shams Club (Alf Maskan),نادي الشمس (الف مسكن)
stops,stop_name,ar,Palestine St. & Ahmed Oraby St.,شارع فلسطين و شارع احمد عرابي
stops,stop_name,ar,Al Ansar School (Gesr Al Suez),مدرسة الانصار (جسر السويس)
stops,stop_name,ar,Masaken Helmeyet Al Zatoun,محطة مساكن حلمية الزيتون
stops,stop_name,ar,Heliopolis Square,ميدان هليوبوليس
stops,stop_name,ar,CIB (Al Hegaz),بنك سي أي بي (الحجاز)
stops,stop_name,ar,Al Tawheed Wal Nour (Merryland),التوحيد والنور (الميريلاند)
stops,stop_name,ar,Alex Bank (Al Hegaz),بنك الاسكندرية ( الحجاز )
stops,stop_name,ar,Lux School (Al Marg),مدرسة لوكس ( المرج)
stops,stop_name,ar,Ezbet Al Nakhl,عزبة النخل
stops,stop_name,ar,Mazlaqan Ain Shams,مزلقان عين شمس
stops,stop_name,ar,Ahmed Esmat St. & Ain Shams St.,شارع احمد عصمت & شارع عين شمس
stops,stop_name,ar,Al Naam Square (Ain Shams),ميدان النعام ( عين شمس )
stops,stop_name,ar,Al Helmeya Garden (Gesr Al Suez),حديقة الحلمية ( جسر السويس )
stops,stop_name,ar,Toman Bay St. (Heliopolis),شارع تومان باي (هليوبوليس)
stops,stop_name,ar,Al Aziz Bellah St. &  Selim Al Awwal St.,شارع العزيز بالله & شارع سليم الاول
stops,stop_name,ar,Al Helmeya Square (Heliopolis),ميدان الحلمية ( هليوبوليس )
stops,stop_name,ar,Al Faragany (Ain Shams St.),الفرجاني ( شارع عين شمس )
stops,stop_name,ar,Al Matareyya Metro,مترو المطرية
stops,stop_name,ar,Omar Ibn Al Khattab Mosque (Al Matareyya St.),مسجد عمر بن الخطاب ( شارع المطرية)
stops,stop_name,ar,Ibn Khaldoun School (Heliopolis),مدرسة ابن خلدون (هليوبوليس)
stops,stop_name,ar,Ministry Of Higher Education,وزارة التعليم العالي
stops,stop_name,ar,Hadayeq Al Zaytoun School (Al Matareyya St.),مدرسة حدائق الزيتون ( شارع المطرية)
stops,stop_name,ar,Al Matareyya City Authority,مجلس مدينة المطرية
stops,stop_name,ar,Al Sawah Square,ميدان السواح
stops,stop_name,ar,Shahrazad Hall ( Sawah),قاعة شهرزاد ( السواح)
stops,stop_name,ar,Palace of Culture (Al Matareyya),قصر الثقافة ( المطرية)
stops,stop_name,ar,Nour Al Islam Mosque ( Shubra Al Kheima),مسجد نور الاسلام ( شبرا الخيمة)
stops,stop_name,ar,Beirut Square (Korba),ميدان بيروت ( الكوربة )
stops,stop_name,ar,Al Orouba Rd. & Al Thawra St.,طريق العروبة (شارع الثورة)
stops,stop_name,ar,Al Noaman Palace (Orouba Rd.),قصر النعمان ( طريق العروبة )
stops,stop_name,ar,Telecom Egypt Central (Almaza),المصرية للاتصالات المركزية (الماظة)
stops,stop_name,ar,Souq Al Asr (Khalifa Al Mamoun St.),سوق العصر ( شارع خليفة المأمون )
stops,stop_name,ar,Al Nady St. & Al Khalifa Al Mamoun St.,شارع النادي & شارع الخليفة المأمون
stops,stop_name,ar,Scoial Services School (Roxy),مدرسة الخدمات العلمية ( روكسي)
stops,stop_name,ar,Al Nasr Hotel (Al Tayaran St.),فندق النصر ( الطيران)
stops,stop_name,ar,Yousef Abbas St & Autostrad St.,يوسف عباس & اوتوستراد
stops,stop_name,ar,Al Azhar University Hospital (Nasr City),مستشفى جامعة الأزهر ( مدينة نصر )
stops,stop_name,ar,Helwan Metro,مترو حلوان
stops,stop_name,ar,Saleh Sobhy (15th of May),صالح صبحي ( 15 مايو)
stops,stop_name,ar,Oil Libya Gas Station (Sadat Square),محطة بنزين النفط الليبية ( ميدان السادات)
stops,stop_name,ar,15th of May Youth Forum,منتدى شباب 15 مايو
stops,stop_name,ar,4th Neighbourhood Council (15th of May ),مجلس الحي الرابع ( 15 مايو )
stops,stop_name,ar,4th Neighbourhood Council (15th of May),مجلس الحي الرابع ( 15 مايو )
stops,stop_name,ar,Imam Mohamed St & Anwar Al Sadat St.,ش الامام محمد & ش انور السادات
stops,stop_name,ar,Saad Zaghloul St & Anwar Al Sadat St.,شارع سعد زغلول & شارع أنور السادات
stops,stop_name,ar,15th of May,15 مايو
stops,stop_name,ar,Abou Rawwash,أبو رواش
stops,stop_name,ar,South Cairo Electricity Distribution Co (Kerdasa),شركة جنوب القاهرة لتوزيع الكهرباء (كرداسة)
stops,stop_name,ar,Abu Rawwash Rd. & Al Mansoureyya Rd.,طريق ابو رواش & طريق المنصورية
stops,stop_name,ar,Faisal,فيصل
stops,stop_name,ar,Mohamed Khattab Pharmacy (Kerdasa),صيدلية محمد خطاب (كرداسة)
stops,stop_name,ar,Al Rashaah (Kerdasa),الرشاح (كرداسة)
stops,stop_name,ar,Genius International School (Kerdasa),مدرسة جينيس الدولية ( كرداسة)
stops,stop_name,ar,Neiazi Sayed (Al Mansoureyya Rd.),نيازي سيد ( طريق المنصورية)
stops,stop_name,ar,Al Shabab (Al Tagneed),الشباب (التجنيد)
stops,stop_name,ar,Ahram School for Basic Education,الاهرام للتعليم الاساسي
stops,stop_name,ar,Al Maamal ( Al Remaya St.),المعمل ( شارع الرماية)
stops,stop_name,ar,Officers Housing (Al Remaya St.),مساكن الضباط ( شارع الرماية)
stops,stop_name,ar,New Musuem (Cairo Alex Desert Rd.),المتحف الجديد ( طريق القاهرة الاسكندرية الصحراوى)
stops,stop_name,ar,Kafr Al Gabal,كفر الجبل
stops,stop_name,ar,Abu Al Houl (Al Mansoureyya Rd. ),ابو الهول ( طريق المنصورية )
stops,stop_name,ar,Haram Tunnel (Al Lebeny St.),نفق الهرم شارع اللبيني
stops,stop_name,ar,Al Talateeny (Al Lebeny St.),التلاتيني ( شارع اللبيني)
stops,stop_name,ar,Gawad Hosny St & Anwar Al Sadat St.,شارع جواد حسني& شارع أنور السادات
stops,stop_name,ar,Mena House,مينا هاوس
stops,stop_name,ar,Postal Services Office (Al Haram St.),مكتب الخدمات البريدية ( شارع الهرم)
stops,stop_name,ar,Arab Investment Bank (Faisal St.),بنك الاستثمار العربي ( شارع فيصل )
stops,stop_name,ar,Al Tawheed Wal Nour (Faisal St.),التوحيد والنور ( شارع فيصل )
stops,stop_name,ar,Gas Tech Gas Station ( Faisal St.),محطة بنزين غاز تك( شارع فيصل)
stops,stop_name,ar,Total Gas Station Bassous ( Ring Rd. ),محطة بنزين توتال باسوس ( الطريق الدائري)
stops,stop_name,ar,Mostorod,مسطرد
stops,stop_name,ar,Al Sawalha Complex (Al Sekka Al Hadeed St.),مجمع الصوالحة ( شارع السكة الحديد)
stops,stop_name,ar,Cairo Alexandria Agriculture Road Pedestrian Mit Nama,خطوات ميت ناما - طريق القاهرة الإسكندرية الزراعي
stops,stop_name,ar,Mit Halfa ( Cairo Alexandria Agriculture Rd. ),ميت حلفا ( طريق القاهرة الاسكندرة الزراعي )
stops,stop_name,ar,Mit Halfa - Cairo Alexandria Agriculture Road,ميت حلفا ( طريق القاهرة الاسكندرة الزراعي )
stops,stop_name,ar,Egyptian Telecom Club (Autostrad Maadi),نادى الاتصالات المصرى (اوتوستراد المعادى)
stops,stop_name,ar,Zahraa Al Maadi Tunnel,نفق زهراء المعادى
stops,stop_name,ar,Al Tawheed Wal Nour (Autostrad Maadi),التوحيد والنور (اوتوستراد المعادى)
stops,stop_name,ar,Khair Zaman (Zahraa Al Maadi),خير زمان (زهراء المعادي)
stops,stop_name,ar,Al Kuwaiti Mosque (Zahraa Al Maadi),جامع الكويتي (زهراء المعادي)
stops,stop_name,ar,MCS Oil (Zahraa Al Maadi),ام سي اس اويل (زهراء المعادي)
stops,stop_name,ar,MCS Oil (Zahraa Al Maadi ),ام سي اس اويل (زهراء المعادي)
